Reference,Vial,Species,mtORF,psba_Clade,psba_forwardQC,psba_reverseQC,psba_ID,mt_forwardQC,mt_reverseQC,mtorf_ID,sample_name,Reef,Site,DateCollect,catBleaching,Depth,DHW2020,Lat,Long,Exposure,Aspect,Sector,maxDHW,meanDHW,recent.maxDHW,recent.meanDHW,DHW2,DHW3,DHW4,DHW6,DHW8,DHW9,returnDHW3,returnDHW4,returnDHW6,meanSST,minSST,maxSST,rangeSST,varSST,Month,MMM
441,P ver 141,Pverrucosa,,,,,,,,,Plate2_F005,Flinders,Flinders 2,28/2/2020,2,10.65,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
326,P ver 146,Pmeandrina,,,,,,,,,Plate2_H005,Flinders,Flinders 2,28/2/2020,3,8.71,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
324,P ver 137,Pmeandrina,,,,,,,,,Plate3_A005,Flinders,Flinders 2,28/2/2020,3,10.65,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
325,P ver 142,Pmeandrina,,,,,,,,,Plate3_B005,Flinders,Flinders 2,28/2/2020,4,9.35,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
442,P ver 144,Pverrucosa,,,,,,,,,Plate3_C005,Flinders,Flinders 2,28/2/2020,4,12.26,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
443,P ver 145,Pverrucosa,,PverC1,Good,Good,psba1_D05,,,,Plate3_D005,Flinders,Flinders 2,28/2/2020,6,11.94,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
97,A ten 117,Ahumilis,,,,,,,,,Plate5_D006,Flinders,Flinders 2,28/2/2020,5,11.6,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
106,A ten 126,Ahumilis,,,,,,,,,Plate5_E006,Flinders,Flinders 2,28/2/2020,4,3.9,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
105,A ten 125,Ahumilis,,,,,,,,,Plate6_A006,Flinders,Flinders 2,28/2/2020,4,9,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
95,A ten 115,Ahumilis,,,,,,,,,Plate6_E005,Flinders,Flinders 2,28/2/2020,4,10.6,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
98,A ten 118,Ahumilis,,,,,,,,,Plate6_F005,Flinders,Flinders 2,28/2/2020,4,11,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
103,A ten 123,Ahumilis,,,,,,,,,Plate6_G005,Flinders,Flinders 2,28/2/2020,4,9.7,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
104,A ten 124,Ahumilis,,,,,,,,,Plate6_H005,Flinders,Flinders 2,28/2/2020,5,10.3,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
99,A ten 119,Ahumilis,,,,,,,,,Plate7_A003,Flinders,Flinders 2,28/2/2020,5,11.6,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
100,A ten 120,Ahumilis,,,,,,,,,Plate7_B003,Flinders,Flinders 2,28/2/2020,6,11.3,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
101,A ten 121,Ahumilis,,,,,,,,,Plate7_C003,Flinders,Flinders 2,28/2/2020,4,10,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
102,A ten 122,Ahumilis,,AcroC8,Good,Good,psba1_B12,,,,Plate7_D003,Flinders,Flinders 2,28/2/2020,5,11.6,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
107,A ten 127,Ahumilis,,,,,,,,,Plate7_E003,Flinders,Flinders 2,28/2/2020,3,5.2,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
96,A ten 116,Ahumilis,,,,,,,,,Plate7_H002,Flinders,Flinders 2,28/2/2020,3,11,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
418,P ver 114,Pverrucosa,,,,,,,,,Plate2_A005,Flinders,Flinders 5,27/2/2020,3,7.74,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
422,P ver 118,Pverrucosa,,,,,,,,,Plate3_B004,Flinders,Flinders 5,27/2/2020,4,7.42,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
425,P ver 121,Pverrucosa,,,,,,,,,Plate3_C004,Flinders,Flinders 5,27/2/2020,3,5.81,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
420,P ver 116,Pverrucosa,,,,,,,,,Plate4_A003,Flinders,Flinders 5,27/2/2020,5,5.81,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
421,P ver 117,Pverrucosa,,,,,,,,,Plate4_B003,Flinders,Flinders 5,27/2/2020,2,6.13,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
423,P ver 119,Pverrucosa,,,,,,,,,Plate4_C003,Flinders,Flinders 5,27/2/2020,5,8.39,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
424,P ver 120,Pverrucosa,,,,,,,,,Plate4_D003,Flinders,Flinders 5,27/2/2020,5,6.77,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
426,P ver 122,Pverrucosa,,,,,,,,,Plate4_E003,Flinders,Flinders 5,27/2/2020,4,9.03,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
419,P ver 115,Pverrucosa,,,,,,,,,Plate4_H002,Flinders,Flinders 5,27/2/2020,3,7.1,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
80,A ten 100,Ahumilis,,,,,,,,,Plate5_A006,Flinders,Flinders 5,27/2/2020,5,6.5,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
79,A ten 099,Ahumilis,,,,,,,,,Plate5_H005,Flinders,Flinders 5,27/2/2020,3,8.4,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
82,A ten 102,Ahumilis,,,,,,,,,Plate6_E004,Flinders,Flinders 5,27/2/2020,5,6.5,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
83,A ten 103,Ahumilis,,AcroC6,Good,Good,psba1_B11,,,,Plate6_F004,Flinders,Flinders 5,27/2/2020,5,8.1,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
84,A ten 104,Ahumilis,,,,,,,,,Plate6_G004,Flinders,Flinders 5,27/2/2020,3,7.4,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
78,A ten 098,Ahumilis,,,,,,,,,Plate7_C002,Flinders,Flinders 5,27/2/2020,4,8.4,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
81,A ten 101,Ahumilis,,,,,,,,,Plate7_D002,Flinders,Flinders 5,27/2/2020,4,7.1,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
85,A ten 105,Ahumilis,,,,,,,,,Plate7_E002,Flinders,Flinders 5,27/2/2020,5,6.1,6.44,17.86163,148.46652,Semi-exposed,W,Central,10.5,1.854166667,10.5,4.434,7,7,5,3,1,1,5.5,8.25,16.5,26.30504647,23.27269231,29.71038462,6.437692308,2.758669236,2,28.57
431,P ver 127,Pverrucosa,,,,,,,,,Plate1_D005,Flinders,Flinders 6,27/2/2020,5,6.13,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
433,P ver 129,Pverrucosa,,,,,,,,,Plate2_B005,Flinders,Flinders 6,27/2/2020,2,12.26,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
429,P ver 125,Pverrucosa,,,,,,,,,Plate3_D004,Flinders,Flinders 6,27/2/2020,3,6.13,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
430,P ver 126,Pverrucosa,,,,,,,,,Plate3_E004,Flinders,Flinders 6,27/2/2020,6,5.81,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
434,P ver 130,Pverrucosa,,,,,,,,,Plate3_F004,Flinders,Flinders 6,27/2/2020,5,10.65,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
322,P ver 131,Pmeandrina,,,,,,,,,Plate3_G004,Flinders,Flinders 6,27/2/2020,2,3.87,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
435,P ver 132,Pverrucosa,,,,,,,,,Plate3_H004,Flinders,Flinders 6,27/2/2020,4,4.19,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
323,P ver 134,Pmeandrina,,,,,,,,,Plate4_B004,Flinders,Flinders 6,27/2/2020,5,5.81,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
436,P ver 135,Pverrucosa,,,,,,,,,Plate4_C004,Flinders,Flinders 6,27/2/2020,5,6.13,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
437,P ver 136,Pverrucosa,,,,,,,,,Plate4_D004,Flinders,Flinders 6,27/2/2020,6,7.1,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
428,P ver 124,Pverrucosa,,,,,,,,,Plate4_G003,Flinders,Flinders 6,27/2/2020,6,8.39,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
432,P ver 128,Pverrucosa,,,,,,,,,Plate4_H003,Flinders,Flinders 6,27/2/2020,3,8.39,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
86,A ten 106,Ahumilis,,,,,,,,,Plate5_B006,Flinders,Flinders 6,27/2/2020,1,5.5,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
93,A ten 113,Ahumilis,,AcroC8,Bad,Bad,psba1_G07,,,,Plate5_C006,Flinders,Flinders 6,27/2/2020,3,5.5,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
89,A ten 109,Ahumilis,,,,,,,,,Plate6_A005,Flinders,Flinders 6,27/2/2020,2,12.3,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
90,A ten 110,Ahumilis,,AcroC8,Good,Good,psba1_F09,,,,Plate6_B005,Flinders,Flinders 6,27/2/2020,5,10.6,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
91,A ten 111,Ahumilis,,,,,,,,,Plate6_C005,Flinders,Flinders 6,27/2/2020,3,9.4,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
94,A ten 114,Ahumilis,,,,,,,,,Plate6_D005,Flinders,Flinders 6,27/2/2020,3,6.8,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
87,A ten 107,Ahumilis,,,,,,,,,Plate6_H004,Flinders,Flinders 6,27/2/2020,4,9,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
88,A ten 108,Ahumilis,,,,,,,,,Plate7_F002,Flinders,Flinders 6,27/2/2020,3,11.6,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
92,A ten 112,Ahumilis,,,,,,,,,Plate7_G002,Flinders,Flinders 6,27/2/2020,4,6.1,6.44,17.83089,148.51353,Sheltered,S,Central,10.57,1.833055556,10.57,4.446,8,8,5,2,1,1,4.714285714,8.25,18,26.30926966,23.29461538,29.71423077,6.419615385,2.728992912,2,28.57
303,P ver 061,Pmeandrina,,,,,,,,,Plate1_A004,Frederick,Frederick 2,22/2/2020,5,10.3,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
306,P ver 065,Pmeandrina,,,,,,,,,Plate1_B004,Frederick,Frederick 2,22/2/2020,4,10,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
300,P ver 057,Pmeandrina,,,,,,,,,Plate1_H003,Frederick,Frederick 2,22/2/2020,3,5.2,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
298,P ver 055,Pmeandrina,,,,,,,,,Plate2_A003,Frederick,Frederick 2,22/2/2020,3,7.7,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
301,P ver 059,Pmeandrina,,,,,,,,,Plate2_B003,Frederick,Frederick 2,22/2/2020,5,8.1,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
302,P ver 060,Pmeandrina,,,,,,,,,Plate2_C003,Frederick,Frederick 2,22/2/2020,5,5.2,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
305,P ver 064,Pmeandrina,,,,,,,,,Plate2_D003,Frederick,Frederick 2,22/2/2020,5,9.4,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
307,P ver 066,Pmeandrina,,,,,,,,,Plate3_A003,Frederick,Frederick 2,22/2/2020,4,9.4,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
299,P ver 056,Pmeandrina,,,,,,,,,Plate3_F002,Frederick,Frederick 2,22/2/2020,3,8.1,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
304,P ver 062,Pmeandrina,,,,,,,,,Plate3_G002,Frederick,Frederick 2,22/2/2020,4,11.6,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
25,A ten 036,Ahumilis,,,,,,,,,Plate5_C002,Frederick,Frederick 2,22/2/2020,5,5.8,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
26,A ten 037,Ahumilis,,,,,,,,,Plate5_D002,Frederick,Frederick 2,22/2/2020,5,8.1,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
28,A ten 039,Ahumilis,,AcroC5,Good,Good,psba1_C08,,,,Plate5_E002,Frederick,Frederick 2,22/2/2020,3,13.9,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
29,A ten 040,Ahumilis,,,,,,,,,Plate5_F002,Frederick,Frederick 2,22/2/2020,4,10.3,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
30,A ten 041,Ahumilis,,,,,,,,,Plate5_G002,Frederick,Frederick 2,22/2/2020,4,11.9,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
31,A ten 042,Ahumilis,,,,,,,,,Plate5_H002,Frederick,Frederick 2,22/2/2020,5,12.3,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
32,A ten 043,Ahumilis,,,,,,,,,Plate6_A002,Frederick,Frederick 2,22/2/2020,6,10.6,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
33,A ten 044,Ahumilis,,,,,,,,,Plate6_B002,Frederick,Frederick 2,22/2/2020,5,9,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
34,A ten 045,Ahumilis,,,,,,,,,Plate6_C002,Frederick,Frederick 2,22/2/2020,3,9.4,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
35,A ten 046,Ahumilis,,AcroC1,Good,Good,psba1_C10,,,,Plate6_D002,Frederick,Frederick 2,22/2/2020,4,9,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
27,A ten 038,Ahumilis,,,,,,,,,Plate6_H001,Frederick,Frederick 2,22/2/2020,4,10,7,21.01043,154.34743,Semi-sheltered,W,Southern,12.54,2.359722222,12.54,4.414,10,10,5,4,2,1,3.777777778,4.5,5.333333333,25.45852955,22.48653846,28.80153846,6.315,2.625412176,2,27.69
403,P ver 069,Pverrucosa,,,,,,,,,Plate1_C004,Frederick,Frederick 4,22/2/2020,2,7.1,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
308,P ver 067,Pmeandrina,,,,,,,,,Plate2_E003,Frederick,Frederick 4,22/2/2020,3,6.8,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
309,P ver 072,Pmeandrina,,,,,,,,,Plate3_C003,Frederick,Frederick 4,22/2/2020,3,7.1,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
404,P ver 073,Pverrucosa,,,,,,,,,Plate4_D001,Frederick,Frederick 4,22/2/2020,4,8.1,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
310,P ver 074,Pmeandrina,,,,,,,,,Plate4_E001,Frederick,Frederick 4,22/2/2020,4,3.9,7.01,20.93838,154.39737,Sheltered,W,Southern,12.51,2.380555556,12.51,4.532,9,9,7,4,3,1,4.25,5.5,5.333333333,25.45552554,22.48269231,28.79538462,6.312692308,2.625647495,2,27.69
